Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,25584,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,6253.908693,156.3477173,8528.0,14725.9124,25532,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,78.17385866,78.17385866,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,49237,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,236265.4102,182.7893657,6154.625,16071.9293,45874,15,2809,1404.5,1731.704507,2629,180,49169,9833.8,20181.45167,45874,15,0,0,0,0,72,132,60.92978857,121.8595771,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,24689,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,16363.56272,162.0154725,8229.666667,14251.6028,24686,0,0,0.0,0.0,0,0,3,3.0,0.0,3,3,0,0,0,0,64,80,81.00773624,81.00773624,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,64,0,0,0,0,0,0,2,60,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,10128777,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.369486464,0.394914411,3376259.0,5846989.587,10100000,1,10100000,3376259.0,5846989.587,10100000,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.394914411,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,996.0,0.0,996,996,10100000.0,0.0,10100000,10100000,DDoS
59145,242184,6,2,11607,26,7215,0,1934.5,3123.682298,20,6,13.0,9.899494937,48033.72642,33.03273544,34597.71429,91123.55593,241246,4,242184,48436.8,107783.9629,241246,4,18,18.0,0.0,18,18,0,0,0,0,144,40,24.77455158,8.25818386,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,0,1454.125,1934.5,13.0,144,0,0,0,0,0,0,6,11607,2,26,8192,256,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,917670,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,12676.67026,8.717730775,131095.7143,346423.4104,916710,5,707,353.5,492.8534265,702,5,917615,229403.75,458204.2742,916710,5,0,0,0,0,72,112,3.269149041,5.448581734,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,82629339,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,141.0757988,0.145226867,7511758.091,21800000.0,72800000,1,80800000,11500000.0,27200000.0,72800000,1,1818486,606162.0,1038415.705,1805198,188,0,0,0,0,172,92,0.096817911,0.048408956,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,1012.0,0.0,1012,1012,40400000.0,45800000.0,72800000,7987894,DDoS
60737,6113905,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.888217105,0.981369518,1222781.0,2719778.858,6088046,3,0,0.0,0.0,0,0,6093081,1523270.25,3043184.317,6088046,3,0,0,0,0,20,100,0.163561586,0.817807931,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,25859.0,0.0,25859,25859,6088046.0,0.0,6088046,6088046,BENIGN
80,1610241,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,7220.658274,4.347175361,268373.5,647967.948,1590954,61,19014,9507.0,12044.85691,18024,990,1610180,536726.6667,913036.6299,1590954,156,0,0,0,0,72,92,1.863075155,2.484100206,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,11476691,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.613993877,0.435665646,2869172.75,5737016.186,11500000,3,11500000,2869172.75,5737016.186,11500000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.435665646,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1994.0,0.0,1994,1994,11500000.0,0.0,11500000,11500000,DDoS
80,7316828,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.280109906,0.546684984,2438942.667,4224205.474,7316635,4,7316828,2438942.667,4224205.474,7316635,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.546684984,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,193.0,0.0,193,193,7316635.0,0.0,7316635,7316635,DDoS
80,9906717,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.422598728,0.403766455,3302239.0,5718788.383,9905727,3,9906717,3302239.0,5718788.383,9905727,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.403766455,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,990.0,0.0,990,990,9905727.0,0.0,9905727,9905727,DDoS
80,99534028,9,5,62,11607,20,0,6.888888889,5.30199124,7215,0,2321.4,3327.769794,117.2362883,0.140655415,7656463.692,26600000.0,96200000,1,98000000,12200000.0,33900000.0,96200000,1,1556322,389080.5,777545.7355,1555399,4,0,0,0,0,192,112,0.090421338,0.050234077,0,7215,778.3333333,2107.034872,4439595.952,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,1768963.0,0.0,1768963,1768963,96200000.0,0.0,96200000,96200000,DDoS
80,92139,3,5,26,11607,20,0,8.666666667,10.26320288,8675,0,2321.4,3769.536019,126254.8975,86.82533998,13162.71429,34182.4002,90676,3,1195,597.5,840.7499628,1192,3,92057,23014.25,45110.78566,90676,5,0,0,0,0,72,112,32.55950249,54.26583748,0,8675,1292.555556,2931.429562,8593279.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
37410,11837885,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,118.1798945,0.506847296,2367577.0,5274755.313,11800000,1,0,0.0,0.0,0,0,11800000,2959201.0,5896094.62,11800000,1,1,0,0,0,20,112,0.084474549,0.422372746,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,34571.0,0.0,34571,34571,11800000.0,0.0,11800000,11800000,BENIGN
53,38125935,2,2,73,190,40,33,36.5,4.949747468,102,88,95.0,9.899494937,6.89819148,0.10491546,12700000.0,22000000.0,38100000,23331,38100000,38100000.0,0.0,38100000,38100000,38100000,38100000.0,0.0,38100000,38100000,0,0,0,0,52,40,0.05245773,0.05245773,33,102,60.6,31.91864659,1018.8,0,0,0,0,0,0,0,0,1,75.75,36.5,95.0,52,0,0,0,0,0,0,2,73,2,190,-1,-1,1,20,23331.0,0.0,23331,23331,38100000.0,0.0,38100000,38100000,BENIGN
80,788624,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,14751.00935,11.41228266,98578.0,277859.4587,786243,4,2024,1012.0,1425.527271,2020,4,788610,157722.0,351355.0212,786243,17,0,0,0,0,72,132,3.80409422,7.60818844,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,99846,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,116449.332,80.12339002,14263.71429,25612.16307,64595,26,34578,17289.0,24413.56873,34552,26,99752,24938.0,30988.86736,64595,189,0,0,0,0,72,112,30.04627126,50.07711876,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5024912,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.776203046,0.796033841,1674970.667,2901130.832,5024908,1,5024912,1674970.667,2901130.832,5024908,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.796033841,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,5024908.0,0.0,5024908,5024908,DDoS
53,71407,2,2,74,486,37,37,37.0,0.0,243,243,243.0,0.0,7842.368395,56.01691711,23802.33333,41221.65452,71401,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,28.00845855,28.00845855,37,243,119.4,112.8308468,12730.8,0,0,0,0,0,0,0,0,1,149.25,37.0,243.0,40,0,0,0,0,0,0,2,74,2,486,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,70889,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,164101.6237,126.9590487,8861.125,24688.15999,69959,1,722,361.0,509.1168825,721,1,70807,14161.4,31193.34167,69959,3,0,0,0,0,72,132,42.31968288,84.63936577,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,2154949,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,13.92144315,2.320240525,538737.25,1076731.172,2153834,221,2154949,538737.25,1076731.172,2153834,221,0,0.0,0.0,0,0,0,0,0,0,100,0,2.320240525,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,80996274,8,4,56,11601,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,143.9202006,0.148154963,7363297.636,23600000.0,78400000,1,80500000,11500000.0,29500000.0,78400000,1,467466,155822.0,262092.5337,458419,189,0,0,0,0,172,92,0.098769976,0.049384988,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7.0,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,2131989.0,0.0,2131989,2131989,78400000.0,0.0,78400000,78400000,DDoS
80,904048,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12867.67959,9.955223616,113006.0,319129.0588,902810,45,776,388.0,393.1513703,666,110,903980,180796.0,403618.2434,902810,45,0,0,0,0,72,132,3.318407872,6.636815744,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,144188,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,80637.77846,48.54772935,24031.33333,47734.19912,119497,9,24495,12247.5,16750.65254,24092,403,144139,48046.33333,63056.58,119497,187,0,0,0,0,72,92,20.80616972,27.74155963,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
56258,91856796,6,10,11613,68,7215,0,1935.5,3122.940009,20,0,6.8,5.006662228,127.1653324,0.174184173,6123786.4,23000000.0,89300000,1,91900000,18400000.0,40800000.0,91400000,3,91400000,10200000.0,29700000.0,89300000,1,0,0,0,0,132,212,0.065319065,0.108865108,0,7215,687.4705882,1987.570568,3950436.765,0,0,0,0,1,1,0,0,1,730.4375,1935.5,6.8,132,0,0,0,0,0,0,6,11613,10,68,229,256,4,20,2067674.0,0.0,2067674,2067674,89300000.0,0.0,89300000,89300000,BENIGN
80,237012,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,49081.90303,33.75356522,33858.85714,89147.61414,236026,3,762,381.0,452.54834,701,61,236967,59241.75,117856.6414,236026,3,0,0,0,0,72,112,12.65758696,21.09597826,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,72023,1,1,54,162,54,54,54.0,0.0,162,162,162.0,0.0,2999.041973,27.76890715,72023.0,0.0,72023,72023,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,13.88445358,13.88445358,54,162,90.0,62.35382907,3888.0,0,0,0,0,0,0,0,0,1,135.0,54.0,162.0,32,0,0,0,0,0,0,1,54,1,162,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1370480,41,44,2664,6954,456,0,64.97560976,109.864573,976,0,158.0454545,312.6752498,7017.979102,62.02206526,16315.2381,105375.2032,955280,1,1370480,34262.0,160491.7042,996509,1,415041,9652.116279,26869.57655,148087,1,0,0,0,0,1328,1424,29.9165256,32.10553966,0,976,111.8372093,239.6868477,57449.78495,0,0,0,1,0,0,0,0,1,113.1529412,64.97560976,158.0454545,1328,0,0,0,0,0,0,41,2664,44,6954,29200,243,24,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
34887,7194583,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.003764638,0.833960773,1438916.6,3210195.041,7181485,0,0,0.0,0.0,0,0,7188801,1797200.25,3589524.821,7181485,0,0,0,0,0,20,100,0.138993462,0.694967311,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,13098.0,0.0,13098,13098,7181485.0,0.0,7181485,7181485,BENIGN
53,61089,1,1,64,130,64,64,64.0,0.0,130,130,130.0,0.0,3175.694479,32.73911834,61089.0,0.0,61089,61089,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.36955917,16.36955917,64,130,86.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,129.0,64.0,130.0,32,0,0,0,0,0,0,1,64,1,130,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,9720770,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.086175272,0.514362545,2430192.5,4858371.208,9717749,1,9720770,2430192.5,4858371.208,9717749,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.514362545,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3021.0,0.0,3021,3021,9717749.0,0.0,9717749,9717749,DDoS
80,4012036,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.982000162,0.997000027,1337345.333,2315485.825,4011038,1,4012036,1337345.333,2315485.825,4011038,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.997000027,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,109670,1,1,42,107,42,42,42.0,0.0,107,107,107.0,0.0,1358.621319,18.23652777,109670.0,0.0,109670,109670,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,9.118263883,9.118263883,42,107,63.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,95.5,42.0,107.0,32,0,0,0,0,0,0,1,42,1,107,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59545,1771017,7,2,11607,26,4380,0,1658.142857,2117.853979,20,6,13.0,9.899494937,6568.542256,5.081825866,221377.125,625027.7118,1768241,17,1771017,295169.5,721655.1883,1768241,17,224,224.0,0.0,224,224,0,0,0,0,164,40,3.952531229,1.129294637,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,0,1292.555556,1658.142857,13.0,164,0,0,0,0,0,0,7,11607,2,26,8192,256,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,73022829,9,6,62,11601,20,0,6.888888889,5.30199124,5840,0,1933.5,2189.772933,159.7171756,0.205415213,5215916.357,18500000.0,69500000,1,71800000,8970999.75,24500000.0,69500000,1,1288852,257770.4,557206.6644,1254178,45,0,0,0,0,192,132,0.123249128,0.082166085,0,5840,729.3125,1589.473738,2526426.763,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,2264216.0,0.0,2264216,2264216,69500000.0,0.0,69500000,69500000,DDoS
80,16042453,10,9,2495,855,645,0,249.5,316.1431638,209,0,95.0,106.9824752,208.8209328,1.184357529,891247.3889,2519639.055,9960012,51,11300000,1252220.556,3266823.192,9960012,80,15800000,1980283.375,3696881.841,10200000,743,0,0,0,0,220,192,0.623346068,0.561011461,0,645,167.5,244.2693724,59667.52632,0,0,0,1,0,0,0,0,0,176.3157895,249.5,95.0,220,0,0,0,0,0,0,10,2495,9,855,29200,154,9,20,1070383.0,0.0,1070383,1070383,9960012.0,0.0,9960012,9960012,BENIGN
53,71571,2,2,70,318,35,35,35.0,0.0,159,159,159.0,0.0,5421.190147,55.88855821,23857.0,41315.47394,71564,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,64,27.94427911,27.94427911,35,159,84.6,67.91759713,4612.8,0,0,0,0,0,0,0,0,1,105.75,35.0,159.0,40,0,0,0,0,0,0,2,70,2,318,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,1481300,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,20.25248093,3.375413488,370325.0,737960.3887,1477264,1,1481300,370325.0,737960.3887,1477264,1,0,0.0,0.0,0,0,0,0,0,0,100,0,3.375413488,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,11022410,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.721727825,0.453621304,2755602.5,5503871.633,11000000,983,11000000,2755602.5,5503871.633,11000000,983,0,0.0,0.0,0,0,0,0,0,0,100,0,0.453621304,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,11002.0,0.0,11002,11002,11000000.0,0.0,11000000,11000000,DDoS
52236,10025541,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.590828665,0.598471444,2005108.2,4461014.291,9985191,1,0,0.0,0.0,0,0,9999786,2499946.5,4990166.836,9985191,1,0,0,0,0,20,100,0.099745241,0.498726203,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,40350.0,0.0,40350,40350,9985191.0,0.0,9985191,9985191,BENIGN
53,69867,4,2,128,176,32,32,32.0,0.0,88,88,88.0,0.0,4351.124279,85.87745287,13973.4,20482.12167,45281,3,24583,8194.333333,14186.9395,24576,3,3,3.0,0.0,3,3,0,0,0,0,80,40,57.25163525,28.62581762,32,88,48.0,27.32520204,746.6666667,0,0,0,0,0,0,0,0,0,56.0,32.0,88.0,80,0,0,0,0,0,0,4,128,2,176,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,12128926,11,12,729,5418,355,0,66.27272727,116.7373898,1739,0,451.5,647.758583,506.8049718,1.896293208,551314.8182,1561282.677,6008633,2,12100000,1212892.6,2209432.105,6072595,58,12000000,1086856.455,2148542.539,6008706,2,0,0,0,0,232,252,0.906922839,0.98937037,0,1739,256.125,496.5935537,246605.1576,0,0,0,1,0,0,0,0,1,267.2608696,66.27272727,451.5,232,0,0,0,0,0,0,11,729,12,5418,8192,66,10,20,6056273.0,0.0,6056273,6056273,6008633.0,0.0,6008633,6008633,BENIGN
80,124249,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,93578.21793,72.43519063,15531.125,41777.44193,118861,45,4438,2219.0,3070.257644,4390,48,124191,24838.2,52593.7975,118861,45,0,0,0,0,72,132,24.14506354,48.29012708,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
54381,71350892,7,10,11607,68,4380,0,1658.142857,1762.272815,20,0,6.8,5.006662228,163.6279474,0.23825911,4459430.75,17400000.0,69700000,1,71400000,11900000.0,28800000.0,70800000,28,70800000,7863794.0,23200000.0,69700000,1,0,0,0,0,152,212,0.098106692,0.140152417,0,4380,648.9444444,1335.050141,1782358.879,0,0,0,0,1,1,0,0,1,687.1176471,1658.142857,6.8,152,0,0,0,0,0,0,7,11607,10,68,229,256,5,20,1064514.0,0.0,1064514,1064514,69700000.0,0.0,69700000,69700000,BENIGN
60320,98224679,8,9,11607,62,4380,0,1450.875,1548.095183,20,0,6.888888889,5.30199124,118.7990647,0.173072594,6139042.437,22900000.0,91700000,1,98200000,14000000.0,36800000.0,97600000,48,97600000,12200000.0,32200000.0,91700000,1,0,0,0,0,172,192,0.081445927,0.091626667,0,4380,648.6111111,1237.755328,1532038.252,0,0,0,0,1,1,0,0,1,686.7647059,1450.875,6.888888889,172,0,0,0,0,0,0,8,11607,9,62,229,256,6,20,29803.0,0.0,29803,29803,48800000.0,60700000.0,91700000,5887872,BENIGN
80,539300,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,21570.55442,12.97978861,89883.33333,219751.4445,538449,50,707,353.5,150.6137444,460,247,539250,179750.0,310642.5975,538449,94,0,0,0,0,72,92,5.562766549,7.417022066,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,154,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,1467532.468,25974.02597,51.33333333,83.71578903,148,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12987.01299,12987.01299,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,40,0,0,0,0,0,0,2,68,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,650041,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,17886.56408,13.84528053,81255.125,227712.5047,644803,15,4926,2463.0,2834.083979,4467,459,649919,129983.8,287800.1201,644803,15,0,0,0,0,72,132,4.615093509,9.230187019,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
25860,7442647,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,4.836988776,0.806164796,1488529.4,3308142.162,7406294,3,0,0.0,0.0,0,0,7424819,1856204.75,3700068.243,7406294,3,0,0,0,0,20,100,0.134360799,0.671803997,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,36353.0,0.0,36353,36353,7406294.0,0.0,7406294,7406294,BENIGN
80,84288478,8,6,56,11601,20,0,7.0,5.656854249,5755,0,1933.5,2166.985348,138.298855,0.166096249,6483729.077,22800000.0,82300000,1,82500000,11800000.0,31100000.0,82300000,1,1834676,366935.2,810596.6002,1816912,48,0,0,0,0,172,132,0.094912142,0.071184107,0,5755,777.5333333,1622.210611,2631567.267,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,167024.0,0.0,167024,167024,82300000.0,0.0,82300000,82300000,DDoS
37461,9833819,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.660836141,0.610139357,1966763.8,4379452.739,9800954,3,0,0.0,0.0,0,0,9820755,2455188.75,4897184.448,9800954,3,0,0,0,0,20,100,0.101689893,0.508449464,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,32865.0,0.0,32865,32865,9800954.0,0.0,9800954,9800954,BENIGN
63615,5917555,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,6.083593646,1.013932274,1183511.0,2627389.905,5883464,1,0,0.0,0.0,0,0,5915883,1478970.75,2936368.595,5883464,1,0,0,0,0,20,100,0.168988712,0.844943562,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,34091.0,0.0,34091,34091,5883464.0,0.0,5883464,5883464,BENIGN
